i_id,商品名称,类目,品牌,商品状态,SKU数,主图URL,成本价(最低),成本价(最高),售价,库存总量,规格属性(首个SKU),颜色(从规格提取),重量(kg),长(cm),宽(cm),高(cm),体积,供应商,标签,关联店铺,缺失字段,缺失字段数,完整度评分,Agent可用等级,审核状态,质量警告,最后更新时间
YH07K06,挖掘机滑梯,成品类 - YH07滑梯类,,未知,1,http://img10.360buyimg.com/n0/jfs/t1/162740/31/25829/941487/6205f310E4e32c440/26afbf6638db53a4.png,173.8,173.8,,0,豪华版;琥珀黄,琥珀黄,9.71,90,21,68.5,,,"大件产品, 滑梯, 电商下架",,material,1,100,L3,高可用待确认,商品状态未知,2026-01-30 14:30:31.540
YH07K06B02S11,挖掘机滑梯,滑梯类,,未知,0,豪华版；圣保罗黄,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K07,外星人篮球架,成品类 - YH02篮球架类,,未知,1,https://img.pddpic.com/mms-material-img/2022-09-26/341a7282-0085-440e-bb05-bc4376e1f946.jpeg.a.jpeg,84.6,84.6,,,基础版;玉莲白,玉莲白,5.68,44,16.5,88,,,"大件产品, 滑梯",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2025-07-26 15:51:47.443
YH07K07B01S06,云朵滑梯,滑梯类,,未知,0,基础版；维也纳白,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K08,外星人篮球架,成品类 - YH02篮球架类,,未知,2,https://img.pddpic.com/mms-material-img/2022-09-26/341a7282-0085-440e-bb05-bc4376e1f946.jpeg.a.jpeg,84.6,84.6,,,基础版;雀羽蓝,"千禧粉, 雀羽蓝","5.68, 5.68","44, 44","16.5, 16.5","88, 88",,,"大件产品, 滑梯",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2026-01-30 14:31:24.543
YH07K08B01S03,汽车滑梯,滑梯类,,未知,0,基础版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K08B01S04,汽车滑梯,滑梯类,,未知,0,基础版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K09,外星人篮球架,成品类 - YH02篮球架类,,未知,1,https://img.pddpic.com/mms-material-img/2022-09-26/341a7282-0085-440e-bb05-bc4376e1f946.jpeg.a.jpeg,94.8,94.8,,,基础版;琥珀黄,琥珀黄,6.07,44,18.5,88,,,"大件产品, 滑梯",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2026-01-30 14:32:00.113
YH07K09B01S11,鸭鸭滑梯,滑梯类,,未知,0,基础版；圣保罗黄,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K10,外星人篮球架,成品类 - YH02篮球架类,,未知,3,https://img.pddpic.com/mms-material-img/2022-09-26/341a7282-0085-440e-bb05-bc4376e1f946.jpeg.a.jpeg,109.3,109.3,,0,基础版;玉莲白,"千禧粉, 玉莲白, 雀羽蓝","6.5, 6.5, 6.5","44, 44, 44","18.5, 18.5, 18.5","88, 88, 88",,,"大件产品, 滑梯, 电商下架",,material,1,100,L3,高可用待确认,商品状态未知,2026-01-30 14:32:14.560
YH07K10B01S03,面包车滑梯,滑梯类,,未知,0,基础版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K10B01S04,面包车滑梯,滑梯类,,未知,0,基础版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K10B01S06,面包车滑梯,滑梯类,,未知,0,基础版；维也纳白,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K11,外星人篮球架,成品类 - YH02篮球架类,,未知,4,https://img.pddpic.com/mms-material-img/2022-09-26/341a7282-0085-440e-bb05-bc4376e1f946.jpeg.a.jpeg,63.4,63.4,,0,基础版，暮云灰,"千禧粉, 玉莲白, 雀羽蓝","3.4, 3.4, 3.4, 3.4","39.5, 39.5, 39.5, 39.5","13, 13, 13, 13","74, 74, 74, 74",,,"小件产品, 滑梯, 电商下架",,material,1,100,L3,高可用待确认,商品状态未知,2026-01-30 14:30:00.010
YH07K11B01S03,小熊滑梯,滑梯类,,未知,0,基础版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K11B01S04,小熊滑梯,滑梯类,,未知,0,基础版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K11B01S06,小熊滑梯,滑梯类,,未知,0,基础版；维也纳白,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K12,霸王龙滑梯,成品类 - YH07滑梯类,,未知,12,https://cbu01.alicdn.com/img/ibank/2020/167/162/23246261761_319021538.jpg,80.4,85.8,,0,基础款;巴厘岛蓝,"夏威夷粉, 巴厘岛蓝, 格林兰绿, 维也纳白","3.7, 3.7, 3.7, 3.7, 3.7, 3.7, 3.7, 3.7, 4.76, 3.7, 3.7, 3.7","39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5","16, 16, 16, 16, 16, 16, 16, 16, 19, 16, 16, 16","74, 74, 74, 74, 74, 74, 74, 74, 75, 74, 74, 74",,,"大件产品, 数据丢失, 滑梯, 电商下架",,material,1,100,L3,高可用待确认,"SKU命名不一致(2种): 小霸王龙滑梯, 霸王龙滑梯 | 商品状态未知",2026-01-30 14:31:34.433
YH07K12B01S03,小霸王龙滑梯,滑梯类,,未知,0,基础版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K12B01S04,小霸王龙滑梯,滑梯类,,未知,0,基础版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K12B01S06,小霸王龙滑梯,滑梯类,,未知,0,；滑梯模块,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-11-12 13:45:28.113
YH07K12B01S09,小霸王龙滑梯,滑梯类,,未知,0,基础版；格林兰绿,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K12B02S03,小霸王龙滑梯,滑梯类,,未知,0,豪华版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K12B02S04,小霸王龙滑梯,滑梯类,,未知,0,豪华版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K12B02S06,小霸王龙滑梯,滑梯类,,未知,0,豪华版；维也纳白,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K12B02S09,小霸王龙滑梯,滑梯类,,未知,0,豪华版；格林兰绿,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K12B03S03,小霸王龙滑梯,滑梯类,,未知,0,至尊版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K12B03S04,小霸王龙滑梯,滑梯类,,未知,0,至尊版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K12B03S06,小霸王龙滑梯,滑梯类,,未知,0,至尊版；维也纳白,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-11-12 09:48:05.557
YH07K12B03S09,小霸王龙滑梯,滑梯类,,未知,0,至尊版；格林兰绿,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K13,外星人篮球架,成品类 - YH02篮球架类,,未知,1,https://img.pddpic.com/mms-material-img/2022-09-26/341a7282-0085-440e-bb05-bc4376e1f946.jpeg.a.jpeg,59.3,59.3,,0,基础版;玉莲白,玉莲白,3.5,33,14,65,,,"小件产品, 滑梯, 电商下架",,material,1,100,L3,高可用待确认,商品状态未知,2026-01-30 14:27:11.590
YH07K13B01S06,小羊滑梯,滑梯类,,未知,0,基础版；维也纳白,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K14,小鹿滑梯,成品类 - YH07滑梯类,,未知,3,http://img10.360buyimg.com/n0/jfs/t1/29824/8/19114/133192/62f368f0Ee43421b3/55cfac984a5dd5f6.jpg,59.3,59.3,,,基础版;琥珀黄,"暮云灰, 琥珀黄, 茉莉白","3.5, 3.5, 3.5","33, 33, 33","14, 14, 14","65, 65, 65",,,"小件产品, 滑梯",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2026-01-30 14:29:34.323
YH07K14B01S11,小鹿滑梯,滑梯类,,未知,0,基础版；圣保罗黄,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K15,外星人篮球架,成品类 - YH02篮球架类,,未知,1,https://img.pddpic.com/mms-material-img/2022-09-26/341a7282-0085-440e-bb05-bc4376e1f946.jpeg.a.jpeg,59.3,59.3,,0,基础版;秋香绿,秋香绿,3.5,33,14,65,,,"小件产品, 滑梯, 电商下架",,material,1,100,L3,高可用待确认,商品状态未知,2026-01-30 14:27:27.433
YH07K15B01S08,小龙滑梯,滑梯类,,未知,0,基础版；苏格兰绿,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K16,外星人篮球架,成品类 - YH02篮球架类,,未知,1,https://img.pddpic.com/mms-material-img/2022-09-26/341a7282-0085-440e-bb05-bc4376e1f946.jpeg.a.jpeg,100.65,100.65,,0,基础版;檀木褐,檀木褐,5.76,44,18.5,88,,,"大件产品, 批发下架, 滑梯",,material,1,100,L3,高可用待确认,商品状态未知,2026-01-30 14:31:10.123
YH07K16B01S12,睡睡熊滑梯,滑梯类,,未知,0,基础版；尼泊尔棕,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K17,公主鹿滑梯,成品类 - YH07滑梯类,,未知,7,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/v1_dzVvINDU_71155481601018104350202_cae39a9ed154de837a3d3b7c85b56946_sx_447859_www828-827,80.4,85.8,,0,豪华款;巴厘岛蓝,"圣保罗黄, 夏威夷粉, 巴厘岛蓝, 玉莲白","4.76, 4.76, 4.76, 4.76, 4.76, 4.76, 4.76","39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5","17.5, 17.5, 17.5, 19, 17.5, 17.5, 17.5","76.5, 76.5, 76.5, 75, 76.5, 76.5, 76.5",,,"大件产品, 数据丢失, 滑梯",,material,1,100,L3,高可用待确认,商品状态未知,2026-01-30 14:31:44.330
YH07K17B02S03,公主鹿滑梯,滑梯类,,未知,0,豪华版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K17B02S04,公主鹿滑梯,滑梯类,,未知,0,豪华版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K17B02S11,公主鹿滑梯,滑梯类,,未知,0,豪华版；圣保罗黄,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K17B03S03,公主鹿滑梯,滑梯类,,未知,0,至尊版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K17B03S04,公主鹿滑梯,滑梯类,,未知,0,至尊版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K17B03S06,公主鹿,滑梯类,,未知,0,,,,,,,,,,,,,,,,"main_image, sku_list, price, stock, properties_value, material, weight, color",8,30,L0,待运营补全,商品存在但没有 SKU | 主图缺失 | 商品状态未知,2022-10-04 09:41:22.133
YH07K17B03S11,公主鹿滑梯,滑梯类,,未知,0,至尊版；圣保罗黄,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K19,小火箭滑梯,成品类 - YH07滑梯类,,未知,6,https://img.pddpic.com/mms-material-img/2022-05-02/5c9bf711-10ea-49c9-b16e-2912948d6553.jpeg.a.jpeg,87.9,94.02,,0,豪华款;巴厘岛蓝,"夏威夷粉, 巴厘岛蓝, 玉莲白, 维也纳白, 雀羽蓝","5.18, 5.18, 5.18, 5.18, 5.18, 5.18","72, 72, 72, 72, 72, 72","21, 21, 21, 21, 21, 21","39, 39, 39, 39, 39, 39",,,"大件产品, 数据丢失, 滑梯, 电商下架",,material,1,100,L3,高可用待确认,商品状态未知,2026-01-30 14:32:20.347
YH07K19B02S03,小火箭滑梯,滑梯类,,未知,0,豪华版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K19B02S04,小火箭滑梯,滑梯类,,未知,0,豪华版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K19B02S06,小火箭滑梯,滑梯类,,未知,0,豪华版；维也纳白,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K19B03S03,小火箭滑梯,滑梯类,,未知,0,至尊版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K19B03S04,小火箭滑梯,滑梯类,,未知,0,至尊版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K19B03S06,小火箭滑梯,滑梯类,,未知,0,至尊版；维也纳白,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K20,大火箭滑梯,成品类 - YH07滑梯类,,未知,3,https://img.pddpic.com/mms-material-img/2022-05-02/fb812f29-4887-4a90-a53a-815e72b9aaff.jpeg.a.jpeg,,,,0,豪华款;巴厘岛蓝,"夏威夷粉, 巴厘岛蓝, 玉莲白","9.68, 9.68, 5.2","72.5, 72.5, 72.5","21.5, 21.5, 21.5","39.5, 39.5, 39.5",,,"大件产品, 批发下架, 数据丢失, 滑梯",,"price, material",2,95,L3,高可用待确认,价格缺失 | 商品状态未知,2026-01-30 14:32:52.263
YH07K20B02S03,大火箭滑梯,滑梯类,,未知,0,豪华版；巴厘岛蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-11-12 09:49:54.790
YH07K20B02S04,大火箭滑梯,滑梯类,,未知,0,豪华版；夏威夷粉,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-11-12 09:49:57.443
YH07K20B02S06,大火箭滑梯,滑梯类,,未知,0,豪华版；维也纳白,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K22,公主车滑梯,成品类 - YH07滑梯类,,未知,3,http://img10.360buyimg.com/n0/jfs/t1/222279/6/10374/838079/6205f1cdEb711782b/1fcfaa8e84c1630c.png,130,203.5,,0,基础款;爱维尔红,"海棠红, 爱维尔红, 玉莲白","11.24, 8.105, 11.24","101, 97, 101","31, 22, 31","47.5, 48.5, 47.5",,,"大件产品, 批发下架, 数据丢失, 滑梯, 电商下架",,material,1,100,L3,高可用待确认,"SKU命名不一致(2种): 宝宝鲸滑梯, 公主车滑梯 | 商品状态未知",2026-01-30 14:41:46.063
YH07K22B01S06,宝宝鲸滑梯,滑梯类,,未知,0,基础版；维也纳白,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K22B01S10,公主车,滑梯类,,未知,0,基础版；爱维尔红,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K22B02S10,公主车,滑梯类,,未知,0,豪华版；爱维尔红,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K23,吉普车滑梯,成品类 - YH07滑梯类,,未知,4,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/v1_dzVvINDU_70925947313356802910202_7fc9123c28caf35217282bef985ae920_sx_476608_www800-800,198,198,,0,基础款;格林兰绿,"暮云灰, 格林兰绿, 格瑞灰","11.31, 11.31, 11.31, 11.31","101, 101, 101, 101","31, 31, 31, 31","47.5, 47.5, 47.5, 47.5",,,"大件产品, 批发下架, 数据丢失, 滑梯",,material,1,100,L3,高可用待确认,商品状态未知,2026-01-30 14:41:40.860
YH07K23B01S09,吉普车,滑梯类,,未知,0,基础版；格林兰绿,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K23B01S13,吉普车,滑梯类,,未知,0,基础版；格瑞灰,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K23B02S09,吉普车,滑梯类,,未知,0,豪华版；格林兰绿,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K23B02S13,吉普车,滑梯类,,未知,0,豪华版；格瑞灰,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K24,太空车滑梯,成品类 - YH07滑梯类,,未知,2,http://img10.360buyimg.com/n0/jfs/t1/98595/6/21623/811507/6205f24aE95f5a661/27928819e06f277d.png,203.5,203.5,,0,基础款;威尼斯蓝,"威尼斯蓝, 星海蓝","11.26, 11.26","101, 101","31, 31","47.5, 47.5",,,"大件产品, 批发下架, 数据丢失, 滑梯",,material,1,100,L3,高可用待确认,商品状态未知,2026-01-30 14:41:51.167
YH07K24B01S05,太空车,滑梯类,,未知,0,基础版；威尼斯蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K24B02S05,太空车,滑梯类,,未知,0,豪华版；威尼斯蓝,,,,,,,,,,,,,,,"sku_list, price, stock, properties_value, material, weight, color",7,40,L0,待运营补全,商品存在但没有 SKU | 商品状态未知,2022-07-12 11:42:34.343
YH07K25,猛犸象升降滑梯,成品类 - YH07滑梯类,,未知,1,http://img10.360buyimg.com/n0/jfs/t1/106183/22/25784/122678/625a6936E0f00a0ae/589f2b942546faa1.jpg,117,117,,,豪华版;琉璃绿,琉璃绿,7.8,46,22,101.5,,,"大件产品, 滑梯",,"stock, material",2,95,L3,高可用待确认,库存缺失 | 商品状态未知,2026-02-03 17:59:54.447
